Brand,brand_number,model,model_number,Year,Age,kmDriven,Transmission,Owner,FuelType,AskPrice
Ford,4,Figo,121,2011,13,140000.0,1,0,1,119000
Toyota,5,Corolla Altis,128,2016,8,115000.0,0,1,0,725000
Tata,14,tata-punch,248,2023,1,5800.0,0,0,0,839999
Toyota,5,Camry,51,2016,8,130000.0,0,1,0,1275000
Mahindra,13,XUV 300,163,2020,4,79000.0,1,1,1,991000
Hyundai,6,Xcent,10,2015,9,63300.0,1,1,1,305000
Hyundai,6,i20,24,2019,5,83300.0,1,0,1,665000
Maruti Suzuki,2,Ritz,43,2014,10,100000.0,1,1,1,365000
Maruti Suzuki,2,Wagon-R-1-0,211,2018,6,32000.0,0,1,0,490000
Maruti Suzuki,2,Celerio,18,2017,7,62000.0,0,0,0,370000
Mahindra,13,XUV500,36,2017,7,59000.0,0,0,1,1275000
Toyota,5,Innova Crysta,14,2016,8,120000.0,0,1,1,1600000
Nissan,21,Magnite,234,2023,1,15000.0,1,0,0,650000
Maruti Suzuki,2,Swift-Dzire,8,2019,5,25000.0,0,0,0,690000
Kia,7,Seltos,11,2019,5,78000.0,0,0,1,1245000
Maruti Suzuki,2,Swift,2,2013,11,68554.0,1,1,1,332000
Maruti Suzuki,2,Wagon-R-1-0,211,2019,5,42500.0,1,1,0,360000
Volkswagen,1,Polo,25,2017,7,20000.0,1,0,0,570000
Hyundai,6,Venue,21,2019,5,41973.0,0,1,0,749991
Mahindra,13,Bolero,107,2018,6,82000.0,1,0,1,651000
Maruti Suzuki,2,Wagon-R,32,2010,14,140849.0,1,0,0,175000
Maruti Suzuki,2,Ertiga,12,2014,10,141500.0,1,0,1,665000
Mahindra,13,XUV500,36,2014,10,80879.0,1,1,1,500000
Renault,9,Duster,31,2013,11,104000.0,1,0,1,290000
Hyundai,6,Venue,21,2023,1,6000.0,1,0,0,890000
Volkswagen,1,Passat,111,2010,14,78000.0,1,1,0,299999
Honda,0,City,0,2013,11,115000.0,1,1,0,450000
Hyundai,6,Grand i10,41,2014,10,47000.0,0,1,0,455000
Maruti Suzuki,2,Celerio,18,2019,5,45000.0,0,1,0,450000
Maruti Suzuki,2,maruti-suzuki-brezza,108,2017,7,116000.0,1,0,1,750000
Toyota,5,Innova Crysta,14,2018,6,85000.0,1,1,1,1420000
Hyundai,6,Fluidic Verna,162,2018,6,76000.0,0,0,1,875000
Maruti Suzuki,2,Ertiga,12,2019,5,92000.0,1,0,1,1071000
Honda,0,City,0,2013,11,43000.0,1,0,0,275000
Honda,0,Amaze,70,2015,9,66000.0,1,1,1,340000
Isuzu,25,D-Max V-Cross,161,2018,6,95000.0,1,0,1,1275000
BMW,3,X1,147,2018,6,81000.0,0,1,1,1875000
Toyota,5,Fortuner,48,2015,9,85000.0,0,0,1,1490000
Mahindra,13,Bolero,107,2022,2,13500.0,1,0,1,865000
Hyundai,6,Creta,22,2015,9,140000.0,0,0,1,845000
Kia,7,Carens,39,2022,2,11000.0,1,0,0,1125000
Kia,7,Seltos,11,2021,3,26000.0,0,1,0,1275000
Mahindra,13,Xylo,249,2018,6,69863.0,1,0,1,685000
Hyundai,6,Elite i20,104,2014,10,39000.0,1,0,0,479999
Maruti Suzuki,2,Vitara-Brezza,19,2017,7,50000.0,1,0,1,755000
Skoda,11,Rapid,63,2016,8,40000.0,1,0,0,469000
Hyundai,6,Elite i20,104,2015,9,140000.0,1,0,1,585000
Chevrolet,16,Beat,178,2011,13,57400.0,1,1,0,99000
Honda,0,City,0,2011,13,76000.0,0,1,0,295000
Volkswagen,1,Polo,25,2014,10,75000.0,1,1,1,345000
Tata,14,Safari,87,2023,1,41000.0,1,0,1,1695000
Maruti Suzuki,2,800,183,2005,19,65000.0,1,1,0,96000
Nissan,21,Terrano,116,2014,10,90000.0,1,0,1,420000
Tata,14,Indigo Ecs,49,2013,11,90000.0,0,1,1,65000
Maruti Suzuki,2,Eeco,57,2022,2,8500.0,1,1,0,550000
Maruti Suzuki,2,Swift,2,2010,14,95000.0,1,1,1,227000
Ford,4,Fiesta,207,2008,16,122000.0,1,1,0,150000
Hyundai,6,Santro Xing,105,2011,13,114032.0,1,1,0,125000
Honda,0,City ZX,53,2022,2,38000.0,0,1,0,1450000
Hyundai,6,Creta,22,2019,5,24000.0,0,1,0,1175000
Mahindra,13,Thar,50,2023,1,26000.0,1,0,1,1490000
Hyundai,6,Creta,22,2017,7,54000.0,0,0,0,940000
Maruti Suzuki,2,Wagon-R,32,2023,1,10000.0,1,0,0,525000
Maruti Suzuki,2,XL6,120,2019,5,57000.0,0,1,0,1150000
Maruti Suzuki,2,Ciaz,58,2019,5,24000.0,0,1,0,855000
Renault,9,KWID,16,2017,7,59000.0,1,1,0,350000
Mercedes-Benz,12,E-Class,65,2013,11,50000.0,0,1,1,1090000
Hyundai,6,Venue,21,2019,5,82000.0,1,0,1,1025000
Hyundai,6,Verna,26,2017,7,70000.0,0,0,1,650000
Toyota,5,Etios,46,2011,13,39000.0,1,0,0,425000
Kia,7,Seltos,11,2020,4,16800.0,0,0,0,1540000
Hyundai,6,i10,37,2010,14,91000.0,0,0,0,340000
Hyundai,6,Creta,22,2017,7,85000.0,0,0,0,669000
Mercedes-Benz,12,C-Class,29,2016,8,47000.0,0,1,1,1999999
Tata,14,Tiago,86,2017,7,39629.0,0,0,0,450000
Maruti Suzuki,2,Wagon-R,32,2011,13,90000.0,1,1,0,150000
Maruti Suzuki,2,Vitara-Brezza,19,2016,8,70000.0,1,1,1,460000
Mahindra,13,Bolero Neo,113,2023,1,5500.0,1,0,1,1050000
Maruti Suzuki,2,maruti-suzuki-dzire,5,2018,6,58000.0,1,1,0,575000
Maruti Suzuki,2,Baleno,3,2023,1,40600.0,1,0,0,755000
Toyota,5,Corolla Altis,128,2014,10,70000.0,0,1,0,590000
Tata,14,Sumo Victa,250,2013,11,85000.0,1,1,1,159000
Toyota,5,Innova,20,2013,11,120000.0,1,0,1,1050000
Honda,0,City,0,2018,6,38000.0,1,0,0,730000
Mercedes-Benz,12,C-Class,29,2015,9,90000.0,0,1,1,1490000
Renault,9,Triber,124,2020,4,42000.0,1,0,0,525000
Tata,14,Indica Ev2,193,2015,9,13527.0,1,1,1,100000
Ford,4,Figo,121,2012,12,149500.0,1,1,1,170000
BMW,3,X1,147,2012,12,33000.0,0,0,1,450000
Fiat,20,Grand Punto,251,2010,14,65000.0,1,0,1,175000
Hyundai,6,i20,24,2009,15,68000.0,1,1,0,221000
Audi,8,A6,93,2012,12,48000.0,0,0,1,941000
Maruti Suzuki,2,Swift,2,2019,5,70000.0,0,0,0,675000
Hyundai,6,Verna,26,2020,4,50400.0,1,1,0,965000
Toyota,5,Innova,20,2015,9,93200.0,1,0,1,859999
Honda,0,Jazz,71,2016,8,44000.0,1,1,0,490000
Mercedes-Benz,12,S-Class,181,2007,17,77000.0,0,1,0,699999
Maruti Suzuki,2,Baleno,3,2018,6,68000.0,1,0,1,490000
Volkswagen,1,Polo,25,2016,8,115000.0,1,0,1,640000
Maruti Suzuki,2,Ritz,43,2010,14,152000.0,1,0,0,160000
Hyundai,6,Eon,34,2012,12,50400.0,1,0,0,165000
BMW,3,5 Series,97,2013,11,60000.0,0,1,1,1395000
Renault,9,Lodgy,140,2015,9,70000.0,1,0,1,525000
Honda,0,Jazz,71,2016,8,34000.0,1,0,0,425000
Volvo,19,S60,180,2016,8,115000.0,0,0,1,1790000
Audi,8,A6,93,2014,10,99000.0,0,0,1,849000
BMW,3,5 Series,97,2014,10,70000.0,0,1,1,1550000
Maruti Suzuki,2,Alto-K10,7,2011,13,71500.0,0,1,0,175000
Hyundai,6,Aura,215,2021,3,38000.0,1,1,0,485000
Datsun,26,GO,252,2019,5,34000.0,1,0,0,300000
BMW,3,X1,147,2016,8,69000.0,0,1,1,1525111
Honda,0,WRV,54,2018,6,85000.0,1,1,1,600000
Honda,0,Civic,143,2007,17,10645.0,1,1,0,180000
Mahindra,13,XUV700,101,2022,2,31000.0,0,0,0,1695000
Maruti Suzuki,2,Esteem,194,2001,23,87000.0,1,1,0,72000
Ford,4,Figo,121,2015,9,120000.0,1,1,1,320000
Maruti Suzuki,2,Swift,2,2020,4,33000.0,1,0,0,625000
Mahindra,13,Thar,50,2020,4,45000.0,0,1,1,1380000
Fiat,20,Punto,127,2010,14,117500.0,1,1,1,149900
Mahindra,13,XUV500,36,2015,9,17000.0,1,1,1,750000
Honda,0,City,0,2016,8,37000.0,0,0,0,690000
Maruti Suzuki,2,Wagon R,192,2022,2,120000.0,1,0,0,550000
Mercedes-Benz,12,C-Class,29,2011,13,64321.0,0,1,1,975000
Kia,7,Seltos,11,2022,2,30000.0,0,0,0,1325000
Hyundai,6,i20,24,2012,12,78695.0,1,1,1,285000
Hyundai,6,i20,24,2013,11,85000.0,1,1,1,330000
Kia,7,Seltos,11,2020,4,35231.0,1,0,0,849101
BMW,3,5 Series,97,2013,11,68000.0,0,1,1,1525111
Honda,0,Jazz,71,2018,6,59000.0,0,1,0,620000
Audi,8,A6,93,2012,12,72000.0,0,0,1,975000
Hyundai,6,Verna,26,2018,6,57000.0,0,0,0,851000
Volkswagen,1,Polo,25,2022,2,27000.0,1,1,0,849000
Honda,0,City,0,2014,10,70000.0,0,1,0,525000
Hyundai,6,Creta,22,2017,7,67000.0,0,0,1,899999
Hyundai,6,i20,24,2017,7,125000.0,1,1,1,609000
Toyota,5,Innova Crysta,14,2019,5,68000.0,0,1,1,1745000
Skoda,11,Fabia,200,2011,13,95000.0,1,0,0,175000
Toyota,5,Innova,20,2012,12,70000.0,1,0,1,750000
Mahindra,13,Xylo,249,2018,6,42000.0,1,1,1,870000
Ambassador,27,Ambassador,253,2008,16,69000.0,1,0,1,150000
Renault,9,Duster,31,2019,5,51000.0,0,1,0,550000
Kia,7,Seltos,11,2019,5,19000.0,1,0,0,1170000
Renault,9,KWID,16,2019,5,89000.0,1,0,0,265000
Fiat,20,Linea,106,2014,10,154000.0,1,1,0,265000
Mahindra,13,XUV500,36,2017,7,125000.0,0,0,1,1100000
Maruti Suzuki,2,A-Star,96,2010,14,78000.0,1,1,0,234999
Hyundai,6,i20,24,2010,14,72000.0,0,1,0,275000
Hyundai,6,Santro,179,2020,4,32000.0,0,1,0,460000
Maruti Suzuki,2,Alto-800,62,2013,11,80000.0,1,1,0,135000
Toyota,5,Fortuner,48,2014,10,70000.0,0,0,1,1895000
Mahindra,13,Scorpio Classic,132,2019,5,97000.0,1,0,1,1300000
Honda,0,Jazz,71,2018,6,32000.0,1,0,0,465000
Maruti Suzuki,2,Vitara-Brezza,19,2019,5,105919.0,1,0,1,890000
Maruti Suzuki,2,Ritz,43,2015,9,64000.0,1,1,0,295000
Maruti Suzuki,2,Celerio,18,2019,5,82000.0,0,0,0,490000
Skoda,11,Rapid,63,2021,3,40000.0,0,1,0,900000
Maruti Suzuki,2,Wagon-R,32,2016,8,39000.0,0,1,0,445000
Maruti Suzuki,2,Fronx,177,2024,0,4500.0,0,0,0,850000
Kia,7,Seltos,11,2023,1,10000.0,0,0,1,2030000
Nissan,21,Sunny,230,2012,12,114000.0,1,1,1,335000
Tata,14,Nexon,45,2020,4,30500.0,0,1,0,900000
Maruti Suzuki,2,Swift,2,2016,8,63653.0,1,1,1,615000
Volkswagen,1,Polo,25,2016,8,67500.0,0,1,0,591000
Hyundai,6,i20,24,2021,3,14000.0,0,0,0,795000
Hyundai,6,i20,24,2018,6,63000.0,1,0,0,595000
Mahindra,13,TUV,64,2015,9,58000.0,1,0,1,460000
Maruti Suzuki,2,Baleno,3,2016,8,55000.0,0,1,0,445000
Hyundai,6,i10,37,2008,16,70000.0,0,1,0,110000
Hyundai,6,Creta,22,2019,5,94000.0,0,0,1,1051000
Honda,0,City,0,2017,7,70000.0,0,0,0,825000
Hyundai,6,Venue,21,2021,3,50000.0,1,0,1,875000
Datsun,26,GO,252,2019,5,70000.0,0,1,0,190000
Hyundai,6,Creta,22,2021,3,85000.0,1,0,1,1221000
Hyundai,6,Grand i10 Nios,61,2020,4,27500.0,1,1,0,540000
Tata,14,Harrier,55,2020,4,85000.0,0,1,1,1495000
Honda,0,Accord,155,2012,12,45000.0,1,0,0,425000
Honda,0,Civic,143,2010,14,86000.0,0,1,0,238000
Maruti Suzuki,2,Alto-K10,7,2018,6,64000.0,0,0,0,330000
Maruti Suzuki,2,Ritz,43,2011,13,110067.0,1,0,1,190000
Honda,0,City,0,2001,23,69000.0,1,1,0,55000
Hyundai,6,Verna,26,2014,10,73000.0,1,1,0,465000
Mahindra,13,Bolero,107,2016,8,113000.0,1,1,1,739000
Hyundai,6,Creta,22,2021,3,29997.0,1,0,0,1300000
Maruti Suzuki,2,Swift-Dzire,8,2014,10,43000.0,0,1,0,395000
Maruti Suzuki,2,Ciaz,58,2019,5,51000.0,0,1,0,725000
Maruti Suzuki,2,Swift,2,2018,6,32321.0,1,0,0,489101
Maruti Suzuki,2,Baleno,3,2022,2,30000.0,1,0,0,825000
Maruti Suzuki,2,Wagon-R,32,2007,17,75000.0,1,1,0,135000
Toyota,5,Fortuner,48,2014,10,159000.0,0,1,1,1350000
Honda,0,City,0,2009,15,110000.0,0,1,0,375000
Volkswagen,1,Polo,25,2014,10,92100.0,0,0,0,525000
Hyundai,6,Venue,21,2023,1,12000.0,0,0,0,1195000
Mahindra,13,Bolero,107,2011,13,127000.0,1,1,1,525000
Maruti Suzuki,2,maruti-suzuki-dzire,5,2016,8,54615.0,1,0,0,475000
Maruti Suzuki,2,Wagon-R,32,2009,15,62000.0,1,1,0,125000
Honda,0,City,0,2017,7,67555.0,0,0,0,695000
MG,10,Hector Plus,35,2022,2,11001.0,0,0,0,1850001
Hyundai,6,Creta,22,2019,5,47000.0,0,0,1,980000
Maruti Suzuki,2,Swift,2,2015,9,48000.0,1,0,1,350000
Hyundai,6,Creta,22,2016,8,65000.0,1,1,0,875000
BMW,3,5 Series Gt,254,2009,15,123000.0,0,0,1,1095000
Ford,4,Figo,121,2011,13,122361.0,1,1,1,240000
Honda,0,Jazz,71,2016,8,46000.0,0,1,0,450000
Mahindra,13,Scorpio,102,2020,4,74000.0,1,0,1,1325000
Toyota,5,Innova Crysta,14,2017,7,86100.0,0,0,1,1600000
Skoda,11,Rapid,63,2018,6,104000.0,0,0,0,825000
Maruti Suzuki,2,Alto-K10,7,2016,8,38000.0,0,1,0,335000
Hyundai,6,Grand i10,41,2016,8,26000.0,0,1,0,400000
Hyundai,6,Elantra,114,2015,9,65000.0,0,0,1,550000
Toyota,5,Corolla Altis,128,2011,13,52000.0,1,1,0,275000
Maruti Suzuki,2,Eeco,57,2022,2,26080.0,1,0,0,570000
Hyundai,6,Grand i10 Nios,61,2020,4,35000.0,0,1,0,625000
Jeep,15,Compass,67,2017,7,59000.0,1,1,1,1050000
Toyota,5,Etios,46,2018,6,80000.0,1,0,1,575000
Maruti Suzuki,2,Ertiga,12,2017,7,92000.0,1,0,1,935000
Tata,14,Venture,255,2013,11,100000.0,1,1,1,180000
Ford,4,Aspire,256,2018,6,47000.0,1,0,1,460000
Mahindra,13,XUV500,36,2016,8,100000.0,1,0,1,900000
Tata,14,Harrier,55,2022,2,21000.0,1,0,1,1750000
Hyundai,6,Verna,26,2012,12,83000.0,1,1,0,285000
Honda,0,City,0,2022,2,13000.0,0,0,0,1175000
Toyota,5,Corolla,9,2004,20,76000.0,0,1,0,145000
Mercedes-Benz,12,C-Class,29,2012,12,76000.0,0,0,0,1125000
Mini,17,Cooper Countryman,176,2015,9,76000.0,0,1,1,1850000
Renault,9,Triber,124,2021,3,25152.0,1,0,0,615000
Maruti Suzuki,2,Swift-Dzire,8,2017,7,110000.0,1,0,1,710000
Maruti Suzuki,2,Zen-Estilo,156,2010,14,25370.0,1,0,0,145000
Renault,9,KWID,16,2017,7,100000.0,1,1,0,190000
Mahindra,13,Scorpio,102,2023,1,79000.0,1,0,1,1690000
Maruti Suzuki,2,Swift-Dzire,8,2009,15,125000.0,1,0,1,210000
Kia,7,Carens,39,2024,0,2700.0,0,0,0,1750000
Hyundai,6,Creta,22,2016,8,71000.0,1,0,1,594999
Mahindra,13,XUV500,36,2016,8,115000.0,1,1,1,675000
BMW,3,5 Series,97,2013,11,67000.0,0,1,1,1290000
Kia,7,Seltos,11,2021,3,70000.0,1,0,1,1150000
Mercedes-Benz,12,CLA,100,2016,8,58400.0,0,1,1,1522000
Toyota,5,Urban Cruiser,144,2022,2,11000.0,0,0,0,950000
Mahindra,13,Scorpio,102,2016,8,90000.0,1,0,1,1050000
Mahindra,13,Xylo,249,2015,9,78000.0,1,1,1,265000
Mahindra,13,Scorpio,102,2013,11,108000.0,1,0,1,650000
Hyundai,6,Alcazar,23,1999,25,16000.0,1,0,0,1595000
Chevrolet,16,Cruze,69,2015,9,57000.0,0,0,1,525000
Maruti Suzuki,2,Vitara-Brezza,19,2018,6,90000.0,1,1,1,475000
Skoda,11,Kushaq,28,2023,1,16000.0,1,1,0,1250000
Hyundai,6,Creta,22,2022,2,27000.0,0,1,0,1425000
Honda,0,City,0,2012,12,80000.0,1,1,0,361000
Mahindra,13,Scorpio N,185,2022,2,18900.0,0,0,0,1965000
Maruti Suzuki,2,Swift-Dzire,8,2015,9,51700.0,1,1,0,445000
Maruti Suzuki,2,maruti-suzuki-dzire,5,2014,10,90000.0,1,0,1,590000
Ford,4,Figo,121,2011,13,78000.0,1,1,1,155000
Mahindra,13,TUV,64,2018,6,80000.0,1,0,1,630000
Maruti Suzuki,2,Swift,2,2019,5,26000.0,0,0,0,680000
Maruti Suzuki,2,Vitara-Brezza,19,2018,6,61000.0,1,1,1,645000
Toyota,5,Fortuner,48,2014,10,75000.0,0,1,1,1100000
Renault,9,Duster,31,2020,4,72000.0,0,0,0,810000
Kia,7,Seltos,11,2020,4,50693.0,0,0,0,1395000
Kia,7,Sonet,44,2020,4,72000.0,1,0,1,850000
Maruti Suzuki,2,Swift-Dzire,8,2018,6,52000.0,1,0,0,475000
Maruti Suzuki,2,Vitara-Brezza,19,2017,7,94000.0,1,1,1,708500
Mahindra,13,Scorpio,102,2018,6,80000.0,1,0,1,1495000
Hyundai,6,Creta,22,2020,4,44000.0,0,0,0,1535000
Skoda,11,Rapid,63,2015,9,151000.0,0,1,1,500000
Tata,14,Hexa,81,2018,6,85000.0,0,1,1,775000
Renault,9,Kiger,190,2022,2,49000.0,0,0,0,640000
Hyundai,6,i20,24,2013,11,35000.0,1,1,0,235000
Kia,7,Seltos,11,2022,2,62000.0,1,0,0,1450000
MG,10,Hector,17,2021,3,20530.0,0,0,0,1587000
Honda,0,Jazz,71,2017,7,65000.0,1,1,1,350000
Hyundai,6,Grand i10 Nios,61,2021,3,72000.0,0,1,0,725000
Hyundai,6,Creta Facelift,82,2021,3,119267.0,1,0,1,1050000
Maruti Suzuki,2,Sx4,59,2009,15,92000.0,0,1,0,132000
Honda,0,Civic,143,2006,18,43519.0,0,0,0,235000
Volkswagen,1,Polo,25,2014,10,78000.0,1,0,0,318000
Hyundai,6,Fluidic Verna,162,2019,5,54000.0,1,1,0,640000
Hyundai,6,i10,37,2012,12,80444.0,0,0,0,325000
Maruti Suzuki,2,Swift,2,2017,7,55000.0,1,0,0,570000
Maruti Suzuki,2,Celerio,18,2015,9,28120.0,1,0,0,400000
Tata,14,Nexon,45,2022,2,13000.0,1,0,0,1250000
Maruti Suzuki,2,Swift-Dzire,8,2014,10,70000.0,1,1,0,325000
Audi,8,Q3,80,2017,7,65000.0,0,0,1,1575000
Nissan,21,Terrano,116,2015,9,95000.0,1,0,1,500000
Toyota,5,Innova Crysta,14,2017,7,125888.0,1,0,1,1275000
Mercedes-Benz,12,CLA,100,2015,9,55000.0,0,0,1,1521111
Mahindra,13,XUV500,36,2012,12,115000.0,1,1,1,425000
Maruti Suzuki,2,Swift,2,2010,14,99860.0,1,1,1,245000
Hyundai,6,Elantra,114,2015,9,78000.0,0,0,1,675000
Mahindra,13,XUV500,36,2019,5,44000.0,1,0,1,1125000
Maruti Suzuki,2,Vitara-Brezza,19,2019,5,71000.0,0,0,1,995000
Mahindra,13,Thar,50,2022,2,27000.0,0,0,1,1550000
Tata,14,Safari Storme,167,2015,9,93000.0,1,1,1,555555
Maruti Suzuki,2,Wagon-R,32,2008,16,42000.0,1,1,0,100000
Mahindra,13,Xylo,249,2013,11,55000.0,0,1,1,285000
Maruti Suzuki,2,Celerio,18,2019,5,37710.0,0,0,0,540000
Tata,14,Nano,141,2014,10,35000.0,1,1,0,110000
Renault,9,Duster,31,2013,11,95000.0,1,0,1,290000
Mahindra,13,Thar,50,2021,3,20000.0,0,1,0,1425000
Renault,9,KWID,16,2017,7,55000.0,0,1,0,365000
Renault,9,KWID,16,2019,5,94000.0,0,0,0,390000
Hyundai,6,Venue,21,2023,1,7500.0,0,0,0,1350000
MG,10,Hector,17,2021,3,61000.0,0,0,0,990000
Renault,9,Triber,124,2021,3,80000.0,1,0,0,555000
Chevrolet,16,Cruze,69,2013,11,75000.0,0,1,1,645000
Volkswagen,1,Polo,25,2016,8,78000.0,0,0,0,545000
Mahindra,13,Bolero,107,2022,2,30800.0,1,0,1,850000
Maruti Suzuki,2,Grand Vitara,91,2023,1,50000.0,0,0,0,1950000
Hyundai,6,i20,24,2022,2,63110.0,1,0,1,795000
Maruti Suzuki,2,Vitara-Brezza,19,2017,7,93000.0,1,0,1,450000
Honda,0,City,0,2021,3,38000.0,0,0,0,1199000
Nissan,21,Micra,188,2017,7,18000.0,1,0,0,240000
Tata,14,Tiago,86,2019,5,49000.0,0,0,0,495000
Honda,0,City,0,2015,9,78000.0,1,0,0,460000
Toyota,5,Innova Crysta,14,2018,6,68500.0,0,0,1,1525000
Volkswagen,1,Polo,25,2014,10,96000.0,1,1,1,410000
Toyota,5,Innova Crysta,14,2017,7,115000.0,1,0,1,1451000
Maruti Suzuki,2,Swift-Dzire,8,2014,10,93000.0,1,1,1,521000
Toyota,5,Camry,51,2015,9,96000.0,0,1,0,1350000
Mitsubishi,23,Pajero Sport,129,2017,7,125000.0,0,1,1,1099000
Honda,0,City,0,2017,7,81000.0,0,1,0,770000
Toyota,5,Innova Crysta,14,2020,4,105000.0,0,1,1,1850000
Maruti Suzuki,2,Vitara-Brezza,19,2020,4,56000.0,1,1,0,725000
Honda,0,City,0,2015,9,90000.0,1,0,1,480000
Maruti Suzuki,2,Wagon-R,32,2018,6,35000.0,1,0,0,375000
Hyundai,6,Creta,22,2022,2,40000.0,0,0,1,1850000
Hyundai,6,Alcazar,23,2023,1,13000.0,0,0,1,1990000
Hyundai,6,Venue,21,2020,4,52000.0,0,0,0,750000
Toyota,5,Etios,46,2012,12,67000.0,1,0,0,265000
Hyundai,6,Grand i10,41,2017,7,18000.0,0,0,0,575000
Mahindra,13,Xylo,249,2012,12,76269.0,1,1,1,425000
Ford,4,Figo,121,2011,13,88000.0,1,1,1,255000
Maruti Suzuki,2,Brezza,145,2017,7,89000.0,1,1,1,665000
Ford,4,Ecosport,6,2014,10,51000.0,0,1,0,525000
Mahindra,13,XUV500,36,2014,10,97122.0,1,1,1,585000
Ford,4,Free Style,257,2019,5,138000.0,1,0,1,529000
Mahindra,13,XUV500,36,2021,3,116000.0,1,0,1,1530000
Maruti Suzuki,2,Ertiga,12,2017,7,81000.0,1,0,1,875000
Mahindra,13,Bolero,107,2022,2,55800.0,0,1,1,590000
Hyundai,6,Grand i10,41,2017,7,73157.0,0,1,0,450000
MG,10,Hector,17,2020,4,70000.0,1,0,1,1390000
Toyota,5,Corolla Altis,128,2014,10,99000.0,1,0,1,670000
Honda,0,Amaze,70,2023,1,16173.0,0,0,0,846000
Audi,8,A6,93,2019,5,98000.0,0,1,1,1900000
Maruti Suzuki,2,Wagon-R,32,2023,1,17000.0,0,0,0,699000
Mercedes-Benz,12,E-Class,65,2012,12,59693.0,0,1,1,1545000
Volkswagen,1,Polo,25,2014,10,82864.0,1,1,1,465000
Mercedes-Benz,12,CLA,100,2016,8,95000.0,0,0,1,1751000
Toyota,5,Innova Crysta,14,2021,3,38000.0,0,1,0,2000000
Mahindra,13,Scorpio,102,2012,12,80000.0,1,1,1,275000
Tata,14,Tiago,86,2016,8,110818.0,1,1,0,325000
Maruti Suzuki,2,Alto,75,2012,12,39000.0,1,0,0,158000
Volkswagen,1,Polo,25,2013,11,51000.0,0,1,0,525000
Jaguar,18,XE,246,2016,8,22500.0,0,0,0,1950000
Hyundai,6,Fluidic Verna,162,2014,10,68000.0,1,1,0,425000
Honda,0,Accord,155,2013,11,42000.0,0,1,0,490000
Hyundai,6,i10,37,2010,14,100000.0,1,1,0,150000
Jeep,15,Compass,67,2017,7,60000.0,1,0,1,850000
Hyundai,6,Venue,21,2020,4,51055.0,0,0,0,899999
Tata,14,Hexa,81,2018,6,115000.0,1,1,1,650000
Fiat,20,Punto,127,2009,15,76000.0,1,0,0,190000
Mahindra,13,Thar,50,2020,4,16000.0,1,0,1,1415000
Tata,14,Safari Storme,167,2017,7,75000.0,1,0,1,690000
Hyundai,6,Creta,22,2018,6,50000.0,1,1,0,750000
Hyundai,6,Tucson,74,2017,7,72400.0,0,1,1,1050000
Mahindra,13,TUV,64,2019,5,57000.0,0,1,1,825000
Toyota,5,Corolla Altis,128,2017,7,60043.0,0,1,0,875000
Ford,4,Ecosport,6,2017,7,70300.0,1,0,1,650000
Tata,14,Nexon,45,2020,4,48000.0,1,0,1,845000
Tata,14,Harrier,55,2019,5,68000.0,1,0,1,1190000
Honda,0,City,0,2018,6,75000.0,1,1,0,865000
Maruti Suzuki,2,Ignis,40,2018,6,28200.0,1,0,0,435000
Mahindra,13,Scorpio Classic,132,2023,1,20500.0,1,1,1,1685000
Maruti Suzuki,2,Ciaz,58,2016,8,99000.0,0,1,0,450000
Hyundai,6,Venue,21,2019,5,53000.0,1,1,0,869000
Maruti Suzuki,2,Celerio-X,168,2020,4,60000.0,1,1,0,420000
Chevrolet,16,Beat,178,2013,11,45000.0,1,1,1,325000
Maruti Suzuki,2,Ignis,40,2018,6,36000.0,0,1,0,570000
Volkswagen,1,Polo,25,2017,7,76000.0,1,0,0,550000
Maruti Suzuki,2,Wagon-R,32,2009,15,70326.0,0,0,0,280000
Toyota,5,Glanza,66,2023,1,42000.0,1,0,0,825000
Maruti Suzuki,2,Alto K10,175,2016,8,63000.0,0,1,0,375000
Tata,14,H5x,258,2019,5,29250.0,1,0,1,1081111
Maruti Suzuki,2,800,183,2013,11,75893.0,1,1,0,50000
Maruti Suzuki,2,Alto-800,62,2019,5,42312.0,1,0,0,310000
Toyota,5,Innova Crysta,14,2017,7,100000.0,0,1,1,1911111
Ford,4,Ecosport,6,2019,5,45000.0,1,1,0,750000
Hyundai,6,Creta,22,2018,6,79200.0,1,0,1,725000
Maruti Suzuki,2,Brezza,145,2020,4,37000.0,0,0,0,950000
Honda,0,City,0,2015,9,80000.0,1,1,1,615000
Tata,14,Safari,87,2012,12,64000.0,1,1,1,197777
Tata,14,Nexon,45,2020,4,90000.0,1,0,0,630000
Maruti Suzuki,2,Estilo,229,2010,14,39231.0,1,0,0,155101
Hyundai,6,Verna,26,2018,6,74000.0,1,1,1,850000
Kia,7,Seltos,11,2020,4,46000.0,0,0,1,1278000
Honda,0,Amaze,70,2023,1,28756.0,0,0,0,830000
Maruti Suzuki,2,Baleno,3,2020,4,72000.0,1,0,0,620000
Skoda,11,Rapid,63,2012,12,148600.0,1,1,1,319000
Renault,9,Duster,31,2015,9,127215.0,1,1,1,445000
Hyundai,6,Verna,26,2013,11,83000.0,1,1,1,345000
Mahindra,13,Quanto,240,2013,11,101000.0,1,1,1,235000
Volkswagen,1,Polo,25,2020,4,30000.0,0,1,0,1100000
MG,10,ASTOR,77,2023,1,40000.0,1,0,0,1395000
Volkswagen,1,Polo,25,2010,14,111300.0,1,1,1,245000
